Title,Address,Headline Room Type,Cost (AUD),Review Score,# of Reviews
Mid City Plantation Motel,Mildura,Double Room,130,7.1,496
Budget on the Lake,Hamilton,A Queen Room,130,8.0,287
Sandown Heritage Motel,Noble Park,Standard Queen Room,130,7.2,164
Central Tranquil Master Suite,"Melbourne CBD, Melbourne",Queen Room,130,N/A,N/A
Melbourne ViVo,"Kew, Melbourne",Standard Studio,130,7.6,991
Alfred Motor Inn,Ballarat,Standard Double Room,131,7.9,317
The Reserve Hotel,Sale,Superior Queen Room,131,8.8,271
Burvale Hotel,Nunawading,Queen Studio,131,7.8,828
Ingenia Holidays Torquay Australia,Torquay,Bungalow Cabin (No Bathroom),132,8.2,1397
NRMA Warrnambool Riverside Holiday Park,Warrnambool,Budget Family Cabin,132,8.2,536
Shannon Motor Inn,Geelong,Queen Room,132,8.3,630
Mildura Golf Resort,Mildura,Standard Double Room,132,7.0,1321
Kings Avenue Motel,Saint Arnaud,Deluxe Queen Room,132,8.2,275
Peppermill Inn Motel,Shepparton,Queen Room,132,8.3,1199
Begonia City Motor Inn,Ballarat,Queen Room,133,8.3,2062
Ringwood Lake Inn,Ringwood,Deluxe Queen Room,133,7.5,774
Meadow Inn Hotel-Motel,Melbourne,Queen Studio,133,7.1,564
Beaumaris Bay Motel,Beaumaris,Standard Queen Room,133,7.9,691
Calder Motel,Bendigo,Standard Queen Room,133,7.4,797
Travellers Rest Motor Inn Swan Hill,Swan Hill,Queen Room,133,7.2,613
Opal Motel,Leongatha,Double Room,133,6.5,171
"Cozy Family Home Near Beach, 20 min to Melbourne",Altona Meadows,Two-Bedroom Apartment,134,N/A,N/A
Robinvale Golf Club Resort,Robinvale,Deluxe King Room,134,9.2,10
Best Western Queen Victoria Market Hotel,"West Melbourne, Melbourne",Executive Queen Room,134,8.5,640
Nagambie Caravan Park & Motel,Nagambie,Motel Unit 3 Berth,134,7.5,238
Admella Motel,Portland,Deluxe Queen Room,134,8.1,351
Wilsons Promontory Motel,Foster,Superior Queen Room,134,7.7,133
Lakes Entrance RSL Glenara Motel,Lakes Entrance,Double or Twin Room,134,9.0,1
La Cochon Rose Motel,Saint Arnaud,Standard Queen Room,134,7.6,292
Tatura Country Motel,Tatura,Queen Room,135,9.1,376
Bairnsdale Town Central Motel,Bairnsdale,Queen Room,135,7.2,693
Yarrawonga Riverlands Tourist Park,Yarrawonga,Standard Studio,135,8.4,290
Quality Hotel Manor,Mitcham,Standard Queen Room,135,7.6,583
Comfort Inn Warrnambool International,Warrnambool,Standard Queen Room,135,8.1,1893
Mountain View Motel,Corryong,Standard Twin Room 3 star,135,8.1,665
Grampians View Cottages and Units,Halls Gap,Budget Double Room,135,8.8,515
Criterion Hotel Sale,Sale,Standard Double Room,135,8.5,752
Moama Central Motel,"Moama, Echuca",Deluxe Queen Room,135,8.3,517
Dalvue Motel,Terang,Deluxe Queen Room,135,9.0,305
Tarra Motel Yarram,Yarram,Budget Double Room,135,8.6,242
Mildura River City Motel,Mildura,Standard Queen Room - Upstairs,135,8.4,775
Greensborough Motel,Melbourne,Standard Queen Room,135,4.6,650
Dorset Gardens Hotel,Croydon,Standard Twin Room,135,7.4,588
Sun Centre Motel,Swan Hill,Standard Double or Twin Room,135,7.4,604
Southgate,Shepparton,Twin Room,135,8.4,1110
Glen Inn,Glen Waverley,Standard Queen Room,135,7.8,437
Nunawading Motor Inn,Nunawading,Standard Queen Room,135,7.2,227
Benalla Tourist Park,Benalla,1 Bedroom Villa,136,8.3,589
Bakery Hill Motel,Ballarat,Standard Triple Room,136,7.9,1186
KooWeeRup Motel,Koo-Wee-Rup,Triple Room with Private Bathroom,136,8.1,300
HOPETOUN COMMUNITY HOTEL MOTEL,Hopetoun,Twin Room with Private Bathroom,136,7.7,225
"Maggie's Guesthouse on Swansfield - free pool, billiards, tennis court, more",Warrandyte,Double Room with Garden View,137,8.9,9
Myrtleford Holiday Park,Myrtleford,Snow Gum Cabin,138,8.7,231
Oaklands Junction homes,Konagaderra,Family Room with Garden View,138,4.2,4
Woiworung Cottage-BYO bed linen and towels,Gisborne,Two-Bedroom House,138,10,1
Mercure Hotel Mildura,Mildura,Standard Queen Room,138,7.6,975
Mitchell River Tavern,Bairnsdale,Budget Double Room,138,8.3,635
Coach House Inn,Bright,Deluxe King Room,138,7.7,585
Cosy 4BR Home 15 Minutes Away From Melbourne Airport,St Albans,Queen Room with Shared Bathroom,139,8.2,76
110 Beevers,"Footscray, Melbourne",Double Room,139,6.3,59
The Olive Tree Motel,Morwell,Deluxe Queen Room,139,8.7,998
Glynlea Motel,Horsham,Queen Room,139,8.0,587
Motel 24,Wodonga,Small Double Room,139,8.5,1688
Bendigo McIvor Motor Inn,Bendigo,Standard Queen Room,139,7.8,457
Hotel Cavalier,Wantirna South,Queen Studio,139,7.5,367
Majestic Motel,Horsham,Standard Double Room,139,7.1,887
Central Motel Mildura,Mildura,Budget Double Room,139,8.2,578
Bright Accommodation Park,Bright,Treetops Queen (Dorm style),139,7.0,480
Wangaratta Modern Shared Stay,Wangaratta,One-Bedroom Apartment,139,10,1
The Electric Hotel,Geelong,Standard Double Room,140,7.9,413
Melbourne Carlton Central Apartment Hotel Official,"Carlton, Melbourne",Studio,140,7.6,663
Hamilton Lakeside Motel,Hamilton,Standard Queen Room,140,8.8,350
Quality Inn Colonial,Bendigo,Queen Room - Non-Smoking,140,7.5,500
Strathmore Farm B&B,Mirboo North,Two-Bedroom Cottage,140,9.6,103
Elizabethan Lodge,Melbourne,Standard Suite,140,8.2,939
High Country Holiday Park,Mansfield,Double Room with Private Bathroom,140,8.8,1538
ibis Melbourne Central,"Melbourne CBD, Melbourne",Compact Double Room,140,8.3,5716
Belmore Motor Inn,Yarrawonga,Queen Room,140,8.2,271
The Central Hotel Motel Lakes Entrance,Lakes Entrance,Standard Double Room,140,7.9,993
Port Albert Motel,Port Albert,Family Suite,140,8.3,638
Rosewhite House,Myrtleford,Standard Queen Room,140,9.2,628
Broadford Sugarloaf Motel,Broadford,Queen Room,140,8.3,417
Caledonian Hotel Echuca,"Echuca, Echuca",One-Bedroom Apartment,140,8.9,135
Koonwarra Holiday Park,Lakes Entrance,Budget Double Room,140,7.9,1362
Mildura Inlander Resort,Mildura,Standard Queen Room,140,7.5,2244
Royal Mail Hotel Whittlesea,Whittlesea,Double Room with Private Bathroom,140,8.7,21
COMMERCIAL HOTEL KANIVA,Kaniva,Deluxe Queen Suite,140,8.5,107
Geelong Surfcoast Hwy Holiday Park,Mount Duneed,Holiday Cabin (Pet Friendly),140,8.4,935
Grange Burn Motel,Hamilton,Standard Queen Room,140,8.0,589
Kyabram Motor Inn,Kyabram,Double Room,140,7.8,439
Corryong Hotel Motel,Corryong,Deluxe Queen Room,140,8.1,354
Cobram Colonial Motor Inn,Cobram,Double Room,140,8.2,375
Parkville Place Serviced Apartments,Melbourne,Standard Double Room,140,5.8,857
Dandenong Motel,Dandenong,Deluxe Room,140,7.4,410
7th Street Motel,Mildura,Queen Room,140,8.3,589
Corryong Caravan Park formally Mt Mittamatite Caravan Park,Corryong,Double Room with Mountain View,140,7.6,151
"Room with Ensuite,15min to Melbourne Airport",Sunbury,Double Room with Private Bathroom,140,9.3,3
The Prince Mark Motel,Eumemmerring,Queen Room,140,5.4,155
Laverton Rooms,Laverton,Single Bed in Dormitory Room,141,1.0,1
Allawah Bendigo,Bendigo,Maisonette Suite,141,8.2,785
YHA Melbourne Central,"Melbourne CBD, Melbourne",Bed in 8-Bed Male Dormitory Room with Shared Bathroom,141,7.7,4008
Quiet Cabin in the forest-Pearcedale,Pearcedale,One-Bedroom House,142,7.2,12
South Yarra Central Apartment Hotel,"South Yarra, Melbourne",One-Bedroom Apartment,142,7.7,747
Paddlewheel Motel,"Echuca, Echuca",Standard Double Room,142,8.5,1011
The Lydoun Motel,Chiltern,Queen Room,142,8.5,300
BIG4 Wangaratta North Cedars Holiday Park,Wangaratta,Standard Family Room,142,7.9,248
Orbost Country Road Motor Inn,Orbost,Queen Room,142,7.7,697
Wangaratta Caravan Park,Wangaratta,Standard Double Room,142,7.3,282
Cozy private room near shopping center and train station,Glen Waverley,Double Room with Private Bathroom,143,N/A,N/A
Warrina Motor Inn Wodonga CBD,Wodonga,Deluxe Queen Room,143,7.3,859
Hamilton Townhouse Motel,Hamilton,Queen Room,143,8.6,477
Belltower Motor Inn,Shepparton,Double Room,143,7.0,641
Mercure North Melbourne,"North Melbourne, Melbourne",Standard King Room,144,6.4,1285
Dartmouth Motor Inn,Dartmouth,Twin Room,144,7.8,192
The Blue House,Lake Tyers,One-Bedroom Apartment,144,N/A,N/A
Bright bedroom in beautiful house in Preston close to the action!,"Preston, Melbourne",Double Room,144,8.0,1
Botanical Hamilton,Hamilton,Queen Room,144,7.2,656
Cosy Nook Holiday Accommodation,Cabbage Tree Creek,Two-Bedroom Apartment,145,N/A,N/A
The Mulgrave Motel,Mulgrave,Queen Studio,145,8.3,380
Great Southern Hotel Melbourne,"Melbourne CBD, Melbourne",Mini Double Room,145,7.8,11581
Airport Tourist Village Melbourne,Melbourne,Studio Deluxe Cabin,145,8.7,1626
Murray Waters Motor Inn & Apartments,Koondrook,Standard Double Studio,145,9.2,177
Marlo Caravan Park & Motel,Marlo,Two-Bedroom Villa,145,7.2,348
Discovery Parks - Melbourne,Braybrook,Budget 1 Bedroom Cabin - Sleeps 6,145,8.4,1998
Knox International Hotel and Apartments,Wantirna,Standard Queen Room,145,6.0,588
Railway Motel Myrtleford,Myrtleford,Double Room,145,8.5,763
Regency Court Motel,Cobram,Queen Room,145,9.0,488
Rodney Motor Inn,Mooroopna,Double or Twin Room with Extra Bed,145,7.4,352
Victoriana Motor Inn,Ballarat,Queen Room,145,8.7,890
Borderland Wodonga Holiday Park,Wodonga,Hume Haven (No Bathroom),145,7.6,289
Peppinella Motel,Ballarat,Queen Room,145,7.4,114
Orana Motor Inn,Mildura,Standard Double or Twin Room,145,9.1,331
Ground floor close to beach 2 B Apartment cbd,Portland,Two-Bedroom Apartment,145,N/A,N/A
St Georges Motor Inn,Melbourne,Standard Queen Room,146,8.5,2036
Roamer St Kilda - formerly Selina St Kilda Melbourne,"St Kilda, Melbourne",Bed in 12-Bed Shared Dormitory,146,8.0,949
Wedderburn Goldseeker Motel,Wedderburn,Double or Twin Room - Disability Access,146,8.0,209
Motel Yarrawonga,Yarrawonga,Queen Room,146,8.7,306
Kerang Valley Resort,Kerang,Twin Room,146,7.0,139
Twin City Motor Inn,Wodonga,Deluxe Double Room,146,8.3,529
Nightcap at Sandbelt Hotel,Moorabbin,Queen Studio,147,8.4,758
Magdala Motor Lodge & Lakeside Restaurant,Stawell,Queen Suite with Lake View,147,7.8,573
Kookaburra Motor Lodge,Halls Gap,Twin Room with Mountain View,147,7.4,1063
Snug & cozy ensuite in a new house,Officer,Deluxe Room,147,7.4,53
Pinnacle Holiday Lodge,Halls Gap,King Room - Disability Access,147,7.3,1573
Mantra Melbourne Melton,Melton,Deluxe King Room,148,8.4,463
Home stay,Wyndham Vale,Double Room with Shared Bathroom,148,5.1,19
Burwood East Motel,Burwood,Queen Room,148,8.7,369
Best Western Governor Gipps Motor Inn,Traralgon,Standard Queen Room,148,8.4,341
BEST WESTERN Geelong Motor Inn & Serviced Apartments,Geelong,Standard Queen Room,149,8.2,1276
Roamer Melbourne - formerly Selina Central Melbourne,"Melbourne CBD, Melbourne",Bed in 10-Bed Mixed Dormitory Room,149,8.1,1502
Sandown Regency Hotel & Apartments,Noble Park,Standard Room,149,5.5,857
NRMA Phillip Island Beachfront Holiday Park,Cowes,Standard Bungalow - Ibis Cabin,149,8.6,1057
The Matador,Sale,Standard Room,149,8.5,1890
Motel Marengo,Apollo Bay,Double Suite - Special Offer,149,7.4,381
Eildon Lake Motel,Eildon,Standard Queen Room,149,8.2,409
National Hotel Complex Bendigo,Bendigo,Standard Double or Twin Room,149,8.6,1757
Portland Tourist Park,Portland,Standard Two-Bedroom Cabin,149,8.9,318
Junction Motel,Maryborough,Economy Queen Room,149,9.4,249
Comfort Inn & Suites Lakes Entrance,Lakes Entrance,Queen Room,149,7.9,845
Discovery Parks - Bright,Bright,Superior 1 Bedroom Cabin,149,8.8,938
Guiding Star Motel & Hotel,Brooklyn,Standard Queen Room,149,8.5,696
Woodmans Hill Motel,Ballarat,Deluxe Queen Room (Non - Pet Room),149,8.0,573
Comfort Inn & Suites Warragul,Warragul,Queen Room - Non-Smoking,149,8.1,491
YF Home Sweet Home,Craigieburn,Double Room with Private Bathroom,149,9.1,8
Horsham Motel,Horsham,Standard Double Room,149,7.1,995
Charles sturt motor inn,Cobram,Double Room,149,8.3,80
Charlton Motel,Charlton,Standard Double Room,150,7.9,296
NRMA Halls Gap Holiday Park,Halls Gap,Standard Studio - Budget,150,8.6,552
City Centre Motel,Bendigo,Budget Double Room,150,8.3,864
Nice and Cozy Living,Cranbourne,Budget Double Room,150,N/A,N/A
Camp Crusty Eldorado,Eldorado,Glamping Tent,150,8.6,91
Maffra Motor Inn,Maffra,Superior Twin Room,150,8.5,580
Myrtleford Hotel,Myrtleford,Double Room with Balcony,150,8.9,395
Daylesford Spa Accommodation,Daylesford,Glenlyon Studio,150,7.8,566
Castle Motel,Castlemaine,Standard Queen Room,150,7.6,842
Neerim South Hotel,Neerim South,Double or Twin Room,150,8.0,105
Best Western Chaffey Motor Inn,Mildura,Deluxe King Room - Upper Floor,150,8.6,810
Hacienda Motel Geelong,Geelong,Standard Queen Room,150,8.6,1004
Rochester Motel,Rochester,Queen Room,150,8.7,369
Myrtleford Motel on Alpine,Myrtleford,Standard Twin Room,150,8.6,954
Ararat Motor Inn,Ararat,King Room - Disability Access,150,8.5,867
Large garden block with multiple dwellings in the centre of Bendigo,Bendigo,One-Bedroom House,150,7.9,63
The Bohemian Art Studio,Creswick,Queen Room with Garden View,150,9.3,89
Wangaratta Motor Inn,Wangaratta,Standard Queen Room,150,7.8,906
Sunshine Motor Inn,Ardeer,Economy Twin Room,150,7.7,685
Motel24Seven and Apartments,Sale,Queen Room,150,8.8,445
Seven Pines Motor Inn,Mildura,Quality Queen Room,150,8.6,969
Sredna Home,Braybrook,Queen Room,150,8.3,11
Cranbourne Motor Inn,Cranbourne,Deluxe Queen Room,150,4.6,248
Guest Room in Kealba,St Albans,Double Room with Park View,150,N/A,N/A
Foundry Palms Motel,Charlton,Double Room,151,8.5,242
Mildura City Gate Motel,Mildura,Queen Room,151,8.9,2200
Auto Lodge Motor Inn,Seymour,Queen Room,151,7.6,404
ibis Melbourne - Glen Waverley,Glen Waverley,Standard Queen Room,152,7.6,1772
Nightcap at Waltzing Matilda Hotel,Springvale,Triple Room,152,7.7,432
Loddon River Motel Kerang,Kerang,Deluxe Queen Room,152,9.1,226
Colac Mid City Motor Inn,Colac,Twin Room,152,7.9,774
Comfort Inn Western,Warrnambool,King Room - Non-Smoking,152,7.9,937
Punthill Knox,Wantirna South,Studio Apartment,152,7.0,382
Alexandra Place,Bendigo,Queen Room,152,8.6,1321
Boulevard Motor Inn,Mildura,Standard Queen Room,153,7.4,1600
Kryal Castle Ballarat,Ballarat,Budget Family Room – Sleeps 14,153,8.1,1769
Nightcap at Manhattan Hotel,Ringwood,Small Double Room,153,8.3,554
Craig's Royal Hotel,Ballarat,Classic Queen,153,8.3,1789
North Pier Hotel,Cowes,Budget Room,153,7.6,3096
Richmond Henty Hotel,Portland,Triple Room - Non Smoking,153,8.2,396
The Hotel Shamrock,Bendigo,Standard Queen Room,153,7.8,1160
Colonial Motor Inn Bairnsdale Golden Chain Property,Bairnsdale,Deluxe Queen Room,153,9.0,482
The Mason - Urban Luxury & Lygon Street Convenience,"Lygon Street, Melbourne",One-Bedroom Apartment,153,N/A,N/A
Luxury Apartment Next to Melbourne Central Large Private Balcony with views,Melbourne,Two-Bedroom Apartment,153,N/A,N/A
Ashlyn,Shepparton,Two-Bedroom House,153,N/A,N/A
Whitehorse Apartments Hotel,Box Hill,Standard Suite,153,6.7,173
ADA Homestay,Doncaster,Standard Double Room,153,7.4,37
Best Western Mill Park Motor Inn,Morang,Deluxe Queen Room,154,7.9,1164
Grand Hotel Healesville,Healesville,Double Room,154,5.9,122
Otway Gate Motel,Colac,Twin Room,154,8.8,478
Coal Creek Motel,Korumburra,Standard Queen Room,154,7.5,291
Frankston Motel,Frankston,Standard Double Room,154,8.3,1338
Ned's Servo,Dunolly,Two-Bedroom House,154,9.5,13
The Grampians Motel,Halls Gap,Standard Queen Motel Room,154,8.1,1520
Ruby Rose,Simpson,Queen Room with Garden View,155,9.2,234
Best Western Plus Buckingham International,Moorabbin,Compact Double,155,7.8,1352
The Waverley International Hotel,Glen Waverley,Queen Room,155,7.8,1719
Comfort Inn & Suites King Avenue,Sale,Deluxe Queen Suite,155,8.6,718
The Corner Store B&B,Stawell,Family Room with Private Bathroom,155,9.2,125
Albert Hotel Daylesford,Daylesford,Double Room with Private External Bathroom,155,7.7,734
Healesville Motor Inn,Healesville,Standard Queen Room,155,8.8,926
Alexander Motor Inn,Melbourne,Standard Queen Room,155,8.2,842
Moe Parklands Motel,Moe,Deluxe Queen Room with Pool View - Non-Smoking,155,8.2,246
Werribee Motel and Apartments,Werribee,Deluxe Queen Room,155,7.6,671
Ploughmans Motor Inn,Horsham,Executive Queen Room,155,8.0,332
Queen Victoria Hostel,"North Melbourne, Melbourne",Double Room,155,7.3,537
Canterbury International Hotel,Forest Hill,Standard Queen Room,155,7.9,1138
Exclusive B and B room,Lyndhurst,Family Room with Private Bathroom,155,9.2,23
Kerang Motel,Kerang,Comfort Queen with sofa,156,8.6,347
Milano Serviced Apartments,"Melbourne CBD, Melbourne",Executive One-Bedroom Apartment,156,7.5,1635
Discovery Parks - Warrnambool,Warrnambool,Budget 2 Bedroom Cabin - Sleeps 6,156,8.4,2493
SHEPPARTON MOTOR INN Tudor House Motel,Shepparton,Double Room with Private Bathroom,156,7.7,769
BIG4 Bendigo Park Lane Holiday Park,Bendigo,Glamping Pod with Ensuite,157,8.9,559
Melbourne Kew Central Apartments Official,"Kew, Melbourne",Studio,157,6.5,334
Euroa Motor Inn,Euroa,Queen Room,157,8.8,537
Alzburg Resort,Mansfield,Hotel Spa Room,157,8.6,1000
Castle Creek Motor Inn Euroa,Euroa,Queen Room,157,8.9,918
The Black Bull Motel,Traralgon,Deluxe Queen Room,157,8.9,888
Brand new bedroom in Melbourne,Albion,Deluxe Double Room,157,3.7,3
Brougham Arms Hotel,Bendigo,Deluxe Double or Twin Room,158,8.1,557
2 bedroom appartment,Cheltenham,Two-Bedroom Apartment,158,9.0,2
Mitchell On Main,Bairnsdale,Queen Room,158,8.2,1084
BIG4 Red Cliffs Caravan Park,Red Cliffs,Standard Family Room,158,9.6,5
River Bend Caravan Park,Kanyapella,Studio,143,8.6,52
Nightcap at Ashley Hotel,Braybrook,Economy Queen Room with Shared Bathroom,158,7.0,247
Upstairs Studio Apartment with street access,"Flemington , Melbourne",One-Bedroom Apartment,158,8.5,42
Naughtons Hotel,Melbourne,Standard Double Room,158,8.5,980
The Aspen & Apartments,Sale,Executive Queen Room,158,9.1,198
Clayton 2bdr 1bth 1car unit,Clayton North,Two-Bedroom Apartment,158,6.4,12
Belvoir Village Motel & Apartments Wodonga,Wodonga,Standard Queen Room,159,8.3,605
Nightcap at Shoppingtown Hotel,Doncaster,Studio Queen and Single,159,8.0,462
Marlo Hotel,Marlo,Classic Twin Room,159,8.5,639
Comfort Inn Benalla,Benalla,Queen Room,159,8.1,701
The Abbey Raymond Island,Raymond Island,Family Room,159,8.0,101
Executive Hideaway,Benalla,One-Bedroom Apartment,159,7.6,416
Coragulac House Cottages,Alvie,Two-Bedroom House,160,8.8,90
Colac Otway Caravan & Cabin Park,Colac,Standard Double Room,160,8.8,111
Nightcap at Matthew Flinders Hotel,Chadstone,Studio Queen & Single,160,8.5,673
Alpine Riverside Cottages,Porepunkah,Mount Buffalo Room,160,9.2,319
Summers Rest Units,Port Campbell,Family Room,160,8.4,964
Ovensview On Riverside,Bright,Apartment - Ground Floor,160,7.4,345
Corryong Country Inn,Corryong,Triple Room with Bathroom,160,8.2,59
Rippleside Park Motor Inn,Geelong,Single Room,160,7.9,871
Bell Tower Inn,Ballarat,Queen Room,160,8.1,1341
Colac Central Motel,Colac,Deluxe Queen Room with Private Bathroom,160,7.8,624
Pevensey Motor Lodge,"Echuca, Echuca",Standard Queen Room,160,8.7,648
Kyabram Country Motel,Kyabram,Queen Room,160,8.7,270
Sandors Motor Inn,Mildura,Queen Room,160,8.4,1533
Glenrowan Kelly Country Motel,Glenrowan,Double Room,160,8.4,744
Jane Eliza Motor Inn,Swan Hill,Superior Queen Room,160,8.7,1147
The Peaks 1,Dadswells Bridge,Studio,160,8.5,2
The Pinnacle 1,Dadswells Bridge,Double Room,160,6.0,1
The Pinnacle 2,Dadswells Bridge,Double Room,160,7.8,7
All Seasons Mildura Holiday Park,Mildura,Deluxe Two-Bedroom Cabin,160,8.3,595
Royal Derby Hotel,"Fitzroy, Melbourne",Double Room with Shared Bathroom,160,7.9,320
Golden Pebble Hotel,Wantirna,Standard Queen Room,161,7.8,907
Brady Apartment Hotel Flinders Street,"Melbourne CBD, Melbourne",Studio Apartment,161,8.4,2868
Mornington Hotel,Mornington,Standard Suite,161,8.5,2379
